agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
SARSA,0,84,63.70000000000057,0.09615384615384612,3698.0,26.0
SARSA,0,85,66.00000000000057,0.0821428571428571,3726.0,28.0
SARSA,0,86,68.90000000000057,0.1318181818181818,3748.0,22.0
SARSA,0,87,71.40000000000057,0.09615384615384612,3774.0,26.0
SARSA,0,88,74.30000000000058,0.1318181818181818,3796.0,22.0
SARSA,0,89,77.00000000000058,0.11249999999999998,3820.0,24.0
SARSA,0,90,79.80000000000058,0.12173913043478259,3843.0,23.0
SARSA,0,91,82.40000000000057,0.10399999999999997,3868.0,25.0
SARSA,0,92,85.30000000000058,0.1318181818181818,3890.0,22.0
SARSA,0,93,87.80000000000058,0.09615384615384612,3916.0,26.0
SARSA,0,94,90.70000000000059,0.1318181818181818,3938.0,22.0
SARSA,0,95,93.60000000000059,0.1318181818181818,3960.0,22.0
SARSA,0,96,96.3000000000006,0.11249999999999998,3984.0,24.0
SARSA,0,97,98.5000000000006,0.0758620689655172,4013.0,29.0
SARSA,0,98,101.4000000000006,0.1318181818181818,4035.0,22.0
SARSA,0,99,103.7000000000006,0.0821428571428571,4063.0,28.0
SARSA,1,0,-254.4999999999905,-0.09803543913713039,2596.0,2596.0
SARSA,1,1,-322.29999999999063,-0.09300411522633764,3325.0,729.0
SARSA,1,2,-498.9999999999846,-0.09719471947194387,5143.0,1818.0
SARSA,1,3,-612.4999999999822,-0.09569983136593385,6329.0,1186.0
SARSA,1,4,-655.1999999999825,-0.08933054393305524,6807.0,478.0
SARSA,1,5,-682.3999999999827,-0.08421052631579005,7130.0,323.0
SARSA,1,6,-704.8999999999828,-0.08152173913043521,7406.0,276.0
SARSA,1,7,-723.2999999999829,-0.0782978723404258,7641.0,235.0
SARSA,1,8,-722.499999999983,0.018604651162790673,7684.0,43.0
SARSA,1,9,-719.8999999999829,0.10399999999999997,7709.0,25.0
SARSA,1,10,-717.599999999983,0.0821428571428571,7737.0,28.0
SARSA,1,11,-714.8999999999829,0.11249999999999998,7761.0,24.0
SARSA,1,12,-714.1999999999829,0.015909090909090894,7805.0,44.0
SARSA,1,13,-711.8999999999829,0.0821428571428571,7833.0,28.0
SARSA,1,14,-709.8999999999829,0.06451612903225802,7864.0,31.0
SARSA,1,15,-708.099999999983,0.0545454545454545,7897.0,33.0
SARSA,1,16,-705.8999999999829,0.0758620689655172,7926.0,29.0
SARSA,1,17,-703.499999999983,0.08888888888888885,7953.0,27.0
SARSA,1,18,-700.7999999999829,0.11249999999999998,7977.0,24.0
SARSA,1,19,-698.6999999999829,0.06999999999999997,8007.0,30.0
SARSA,1,20,-695.8999999999829,0.12173913043478259,8030.0,23.0
SARSA,1,21,-693.3999999999829,0.09615384615384612,8056.0,26.0
SARSA,1,22,-690.999999999983,0.08888888888888885,8083.0,27.0
SARSA,1,23,-688.599999999983,0.08888888888888885,8110.0,27.0
SARSA,1,24,-686.099999999983,0.09615384615384612,8136.0,26.0
SARSA,1,25,-683.8999999999829,0.0758620689655172,8165.0,29.0
SARSA,1,26,-683.099999999983,0.018604651162790673,8208.0,43.0
SARSA,1,27,-680.999999999983,0.06999999999999997,8238.0,30.0
SARSA,1,28,-678.2999999999829,0.11249999999999998,8262.0,24.0
SARSA,1,29,-676.3999999999829,0.059374999999999956,8294.0,32.0
SARSA,1,30,-673.8999999999829,0.09615384615384612,8320.0,26.0
SARSA,1,31,-671.3999999999829,0.09615384615384612,8346.0,26.0
SARSA,1,32,-669.3999999999829,0.06451612903225802,8377.0,31.0
SARSA,1,33,-666.6999999999829,0.11249999999999998,8401.0,24.0
SARSA,1,34,-665.3999999999829,0.03421052631578942,8439.0,38.0
SARSA,1,35,-663.8999999999829,0.041666666666666616,8475.0,36.0
SARSA,1,36,-661.2999999999829,0.10399999999999997,8500.0,25.0
SARSA,1,37,-658.5999999999829,0.11249999999999998,8524.0,24.0
SARSA,1,38,-655.8999999999828,0.11249999999999998,8548.0,24.0
SARSA,1,39,-653.8999999999828,0.06451612903225802,8579.0,31.0
SARSA,1,40,-651.6999999999828,0.0758620689655172,8608.0,29.0
SARSA,1,41,-649.3999999999828,0.0821428571428571,8636.0,28.0
SARSA,1,42,-646.6999999999828,0.11249999999999998,8660.0,24.0
SARSA,1,43,-645.9999999999827,0.015909090909090894,8704.0,44.0
SARSA,1,44,-643.6999999999828,0.0821428571428571,8732.0,28.0
SARSA,1,45,-641.3999999999828,0.0821428571428571,8760.0,28.0
SARSA,1,46,-642.4999999999828,-0.017741935483870878,8822.0,62.0
SARSA,1,47,-640.0999999999829,0.08888888888888885,8849.0,27.0
SARSA,1,48,-639.0999999999829,0.02439024390243898,8890.0,41.0
SARSA,1,49,-637.2999999999829,0.0545454545454545,8923.0,33.0
SARSA,1,50,-635.3999999999829,0.059374999999999956,8955.0,32.0
SARSA,1,51,-635.999999999983,-0.010526315789473616,9012.0,57.0
SARSA,1,52,-635.599999999983,0.008510638297872348,9059.0,47.0
SARSA,1,53,-641.599999999983,-0.05405405405405385,9170.0,111.0
SARSA,1,54,-639.499999999983,0.06999999999999997,9200.0,30.0
SARSA,1,55,-636.999999999983,0.09615384615384612,9226.0,26.0
SARSA,1,56,-634.7999999999829,0.0758620689655172,9255.0,29.0
SARSA,1,57,-632.2999999999829,0.09615384615384612,9281.0,26.0
SARSA,1,58,-629.5999999999829,0.11249999999999998,9305.0,24.0
SARSA,1,59,-627.0999999999829,0.09615384615384612,9331.0,26.0
SARSA,1,60,-624.5999999999829,0.09615384615384612,9357.0,26.0
SARSA,1,61,-621.9999999999828,0.10399999999999997,9382.0,25.0
SARSA,1,62,-620.3999999999828,0.045714285714285666,9417.0,35.0
SARSA,1,63,-617.7999999999828,0.10399999999999997,9442.0,25.0
SARSA,1,64,-617.0999999999827,0.015909090909090894,9486.0,44.0
SARSA,1,65,-614.3999999999827,0.11249999999999998,9510.0,24.0
SARSA,1,66,-614.9999999999827,-0.010526315789473616,9567.0,57.0
SARSA,1,67,-612.6999999999828,0.0821428571428571,9595.0,28.0
SARSA,1,68,-609.9999999999827,0.11249999999999998,9619.0,24.0
SARSA,1,69,-607.2999999999827,0.11249999999999998,9643.0,24.0
SARSA,1,70,-604.5999999999826,0.11249999999999998,9667.0,24.0
SARSA,1,71,-602.4999999999826,0.06999999999999997,9697.0,30.0
SARSA,1,72,-600.4999999999826,0.06451612903225802,9728.0,31.0
SARSA,1,73,-598.4999999999826,0.06451612903225802,9759.0,31.0
SARSA,1,74,-595.9999999999826,0.09615384615384612,9785.0,26.0
SARSA,1,75,-593.4999999999826,0.09615384615384612,9811.0,26.0
SARSA,1,76,-591.4999999999826,0.06451612903225802,9842.0,31.0
SARSA,1,77,-590.2999999999826,0.030769230769230715,9881.0,39.0
SARSA,1,78,-588.8999999999826,0.037837837837837784,9918.0,37.0
SARSA,1,79,-586.3999999999826,0.09615384615384612,9944.0,26.0
SARSA,1,80,-584.1999999999825,0.0758620689655172,9973.0,29.0
SARSA,1,81,-581.7999999999826,0.08888888888888885,10000.0,27.0
SARSA,1,82,-579.4999999999826,0.0821428571428571,10028.0,28.0
SARSA,1,83,-576.7999999999826,0.11249999999999998,10052.0,24.0
SARSA,1,84,-574.8999999999826,0.059374999999999956,10084.0,32.0
SARSA,1,85,-572.3999999999826,0.09615384615384612,10110.0,26.0
SARSA,1,86,-569.8999999999826,0.09615384615384612,10136.0,26.0
SARSA,1,87,-568.1999999999825,0.049999999999999954,10170.0,34.0
SARSA,1,88,-566.2999999999826,0.059374999999999956,10202.0,32.0
SARSA,1,89,-563.4999999999826,0.12173913043478259,10225.0,23.0
SARSA,1,90,-560.8999999999826,0.10399999999999997,10250.0,25.0
SARSA,1,91,-558.5999999999826,0.0821428571428571,10278.0,28.0
SARSA,1,92,-556.0999999999826,0.09615384615384612,10304.0,26.0
SARSA,1,93,-553.8999999999826,0.0758620689655172,10333.0,29.0
SARSA,1,94,-551.2999999999826,0.10399999999999997,10358.0,25.0
SARSA,1,95,-548.7999999999826,0.09615384615384612,10384.0,26.0
SARSA,1,96,-547.6999999999825,0.027499999999999948,10424.0,40.0
SARSA,1,97,-545.1999999999825,0.09615384615384612,10450.0,26.0
SARSA,1,98,-543.4999999999825,0.049999999999999954,10484.0,34.0
SARSA,1,99,-540.7999999999824,0.11249999999999998,10508.0,24.0
SARSA,2,0,-382.20000000001954,-0.09868319132455966,3873.0,3873.0
SARSA,2,1,-590.0000000000117,-0.09760450915922601,6002.0,2129.0
SARSA,2,2,-775.2000000000052,-0.09732002101943955,7905.0,1903.0
SARSA,2,3,-926.5000000000006,-0.09673913043477968,9469.0,1564.0
SARSA,2,4,-1280.7000000000137,-0.09858057333704792,13062.0,3593.0
SARSA,2,5,-1416.40000000001,-0.09637784090908828,14470.0,1408.0
SARSA,2,6,-1557.600000000006,-0.09651401230348323,15933.0,1463.0
SARSA,2,7,-1698.000000000002,-0.096494845360822,17388.0,1455.0
SARSA,2,8,-1777.5000000000016,-0.09397163120567313,18234.0,846.0
SARSA,2,9,-1780.9000000000017,-0.039999999999999834,18319.0,85.0
SARSA,2,10,-1778.8000000000018,0.06999999999999997,18349.0,30.0
SARSA,2,11,-1780.6000000000017,-0.02608695652173901,18418.0,69.0
SARSA,2,12,-1782.0000000000018,-0.021538461538461433,18483.0,65.0
SARSA,2,13,-1779.900000000002,0.06999999999999997,18513.0,30.0
SARSA,2,14,-1777.600000000002,0.0821428571428571,18541.0,28.0
SARSA,2,15,-1775.500000000002,0.06999999999999997,18571.0,30.0
SARSA,2,16,-1773.000000000002,0.09615384615384612,18597.0,26.0
SARSA,2,17,-1771.300000000002,0.049999999999999954,18631.0,34.0
SARSA,2,18,-1768.900000000002,0.08888888888888885,18658.0,27.0
SARSA,2,19,-1766.800000000002,0.06999999999999997,18688.0,30.0
SARSA,2,20,-1765.300000000002,0.041666666666666616,18724.0,36.0
SARSA,2,21,-1764.300000000002,0.02439024390243898,18765.0,41.0
SARSA,2,22,-1766.600000000002,-0.031081081081080947,18839.0,74.0
SARSA,2,23,-1764.300000000002,0.0821428571428571,18867.0,28.0
SARSA,2,24,-1761.900000000002,0.08888888888888885,18894.0,27.0
SARSA,2,25,-1765.7000000000019,-0.042696629213482974,18983.0,89.0
SARSA,2,26,-1763.3000000000018,0.08888888888888885,19010.0,27.0
SARSA,2,27,-1761.4000000000017,0.059374999999999956,19042.0,32.0
SARSA,2,28,-1759.0000000000016,0.08888888888888885,19069.0,27.0
SARSA,2,29,-1756.9000000000017,0.06999999999999997,19099.0,30.0
SARSA,2,30,-1754.4000000000017,0.09615384615384612,19125.0,26.0
SARSA,2,31,-1752.4000000000017,0.06451612903225802,19156.0,31.0
SARSA,2,32,-1750.2000000000016,0.0758620689655172,19185.0,29.0
SARSA,2,33,-1747.9000000000017,0.0821428571428571,19213.0,28.0
SARSA,2,34,-1746.1000000000017,0.0545454545454545,19246.0,33.0
SARSA,2,35,-1744.1000000000017,0.06451612903225802,19277.0,31.0
SARSA,2,36,-1742.1000000000017,0.06451612903225802,19308.0,31.0
SARSA,2,37,-1740.7000000000016,0.037837837837837784,19345.0,37.0
SARSA,2,38,-1738.6000000000017,0.06999999999999997,19375.0,30.0
SARSA,2,39,-1736.5000000000018,0.06999999999999997,19405.0,30.0
SARSA,2,40,-1735.5000000000018,0.02439024390243898,19446.0,41.0
SARSA,2,41,-1734.6000000000017,0.021428571428571394,19488.0,42.0
SARSA,2,42,-1732.7000000000016,0.059374999999999956,19520.0,32.0
SARSA,2,43,-1731.7000000000016,0.02439024390243898,19561.0,41.0
SARSA,2,44,-1729.7000000000016,0.06451612903225802,19592.0,31.0
SARSA,2,45,-1727.3000000000015,0.08888888888888885,19619.0,27.0
SARSA,2,46,-1725.4000000000015,0.059374999999999956,19651.0,32.0
SARSA,2,47,-1723.9000000000015,0.041666666666666616,19687.0,36.0
SARSA,2,48,-1721.8000000000015,0.06999999999999997,19717.0,30.0
SARSA,2,49,-1719.9000000000015,0.059374999999999956,19749.0,32.0
SARSA,2,50,-1717.8000000000015,0.06999999999999997,19779.0,30.0
SARSA,2,51,-1716.9000000000015,0.021428571428571394,19821.0,42.0
SARSA,2,52,-1715.8000000000015,0.027499999999999948,19861.0,40.0
SARSA,2,53,-1713.6000000000015,0.0758620689655172,19890.0,29.0
SARSA,2,54,-1711.5000000000016,0.06999999999999997,19920.0,30.0
SARSA,2,55,-1709.3000000000015,0.0758620689655172,19949.0,29.0
SARSA,2,56,-1708.1000000000015,0.030769230769230715,19988.0,39.0
SARSA,2,57,-1707.3000000000015,0.018604651162790673,20031.0,43.0
SARSA,2,58,-1705.1000000000015,0.0758620689655172,20060.0,29.0
SARSA,2,59,-1702.8000000000015,0.0821428571428571,20088.0,28.0
SARSA,2,60,-1700.4000000000015,0.08888888888888885,20115.0,27.0
SARSA,2,61,-1698.3000000000015,0.06999999999999997,20145.0,30.0
SARSA,2,62,-1695.6000000000015,0.11249999999999998,20169.0,24.0
SARSA,2,63,-1694.2000000000014,0.037837837837837784,20206.0,37.0
SARSA,2,64,-1691.7000000000014,0.09615384615384612,20232.0,26.0
SARSA,2,65,-1689.6000000000015,0.06999999999999997,20262.0,30.0
SARSA,2,66,-1687.5000000000016,0.06999999999999997,20292.0,30.0
SARSA,2,67,-1686.0000000000016,0.041666666666666616,20328.0,36.0
SARSA,2,68,-1683.3000000000015,0.11249999999999998,20352.0,24.0
SARSA,2,69,-1684.9000000000015,-0.023880597014925262,20419.0,67.0
SARSA,2,70,-1682.4000000000015,0.09615384615384612,20445.0,26.0
SARSA,2,71,-1679.9000000000015,0.09615384615384612,20471.0,26.0
SARSA,2,72,-1677.6000000000015,0.0821428571428571,20499.0,28.0
SARSA,2,73,-1675.6000000000015,0.06451612903225802,20530.0,31.0
SARSA,2,74,-1673.1000000000015,0.09615384615384612,20556.0,26.0
SARSA,2,75,-1670.4000000000015,0.11249999999999998,20580.0,24.0
SARSA,2,76,-1668.2000000000014,0.0758620689655172,20609.0,29.0
SARSA,2,77,-1666.6000000000015,0.045714285714285666,20644.0,35.0
SARSA,2,78,-1664.1000000000015,0.09615384615384612,20670.0,26.0
SARSA,2,79,-1662.2000000000014,0.059374999999999956,20702.0,32.0
SARSA,2,80,-1660.0000000000014,0.0758620689655172,20731.0,29.0
SARSA,2,81,-1657.9000000000015,0.06999999999999997,20761.0,30.0
SARSA,2,82,-1655.5000000000014,0.08888888888888885,20788.0,27.0
SARSA,2,83,-1653.4000000000015,0.06999999999999997,20818.0,30.0
SARSA,2,84,-1650.9000000000015,0.09615384615384612,20844.0,26.0
SARSA,2,85,-1649.7000000000014,0.030769230769230715,20883.0,39.0
SARSA,2,86,-1647.6000000000015,0.06999999999999997,20913.0,30.0
SARSA,2,87,-1645.3000000000015,0.0821428571428571,20941.0,28.0
SARSA,2,88,-1643.5000000000016,0.0545454545454545,20974.0,33.0
SARSA,2,89,-1641.3000000000015,0.0758620689655172,21003.0,29.0
SARSA,2,90,-1639.6000000000015,0.049999999999999954,21037.0,34.0
SARSA,2,91,-1639.0000000000016,0.013333333333333326,21082.0,45.0
SARSA,2,92,-1637.7000000000016,0.03421052631578942,21120.0,38.0
SARSA,2,93,-1635.1000000000017,0.10399999999999997,21145.0,25.0
SARSA,2,94,-1633.0000000000018,0.06999999999999997,21175.0,30.0
SARSA,2,95,-1630.5000000000018,0.09615384615384612,21201.0,26.0
SARSA,2,96,-1628.2000000000019,0.0821428571428571,21229.0,28.0
SARSA,2,97,-1626.900000000002,0.03421052631578942,21267.0,38.0
SARSA,2,98,-1624.600000000002,0.0821428571428571,21295.0,28.0
SARSA,2,99,-1622.400000000002,0.0758620689655172,21324.0,29.0
SARSA,3,0,-74.19999999999978,-0.09356872635561132,793.0,793.0
SARSA,3,1,-157.59999999999903,-0.09423728813559237,1678.0,885.0
SARSA,3,2,-293.7999999999953,-0.09639065817409502,3091.0,1413.0
SARSA,3,3,-453.09999999999025,-0.09689781021897503,4735.0,1644.0
SARSA,3,4,-506.3999999999908,-0.09126712328767218,5319.0,584.0
SARSA,3,5,-584.8999999999903,-0.09389952153109991,6155.0,836.0
SARSA,3,6,-598.7999999999903,-0.0731578947368421,6345.0,190.0
SARSA,3,7,-621.9999999999905,-0.0819787985865729,6628.0,283.0
SARSA,3,8,-626.1999999999904,-0.04516129032258047,6721.0,93.0
SARSA,3,9,-625.5999999999904,0.013333333333333326,6766.0,45.0
SARSA,3,10,-624.2999999999904,0.03421052631578942,6804.0,38.0
SARSA,3,11,-621.1999999999904,0.15499999999999997,6824.0,20.0
SARSA,3,12,-619.0999999999904,0.06999999999999997,6854.0,30.0
SARSA,3,13,-618.7999999999904,0.006250000000000015,6902.0,48.0
SARSA,3,14,-615.6999999999904,0.15499999999999997,6922.0,20.0
SARSA,3,15,-612.7999999999904,0.1318181818181818,6944.0,22.0
SARSA,3,16,-610.8999999999904,0.059374999999999956,6976.0,32.0
SARSA,3,17,-608.0999999999905,0.12173913043478259,6999.0,23.0
SARSA,3,18,-605.7999999999905,0.0821428571428571,7027.0,28.0
SARSA,3,19,-610.3999999999905,-0.047422680412370945,7124.0,97.0
SARSA,3,20,-607.4999999999906,0.1318181818181818,7146.0,22.0
SARSA,3,21,-605.5999999999906,0.059374999999999956,7178.0,32.0
SARSA,3,22,-602.8999999999905,0.11249999999999998,7202.0,24.0
SARSA,3,23,-599.7999999999905,0.15499999999999997,7222.0,20.0
SARSA,3,24,-597.2999999999905,0.09615384615384612,7248.0,26.0
SARSA,3,25,-594.1999999999905,0.15499999999999997,7268.0,20.0
SARSA,3,26,-594.2999999999905,-0.001923076923076882,7320.0,52.0
SARSA,3,27,-591.3999999999905,0.1318181818181818,7342.0,22.0
SARSA,3,28,-588.5999999999906,0.12173913043478259,7365.0,23.0
SARSA,3,29,-585.4999999999906,0.15499999999999997,7385.0,20.0
SARSA,3,30,-582.5999999999906,0.1318181818181818,7407.0,22.0
SARSA,3,31,-579.4999999999906,0.15499999999999997,7427.0,20.0
SARSA,3,32,-578.1999999999906,0.03421052631578942,7465.0,38.0
SARSA,3,33,-575.4999999999906,0.11249999999999998,7489.0,24.0
SARSA,3,34,-572.3999999999905,0.15499999999999997,7509.0,20.0
SARSA,3,35,-569.2999999999905,0.15499999999999997,7529.0,20.0
SARSA,3,36,-566.1999999999905,0.15499999999999997,7549.0,20.0
SARSA,3,37,-563.2999999999905,0.1318181818181818,7571.0,22.0
SARSA,3,38,-560.1999999999905,0.15499999999999997,7591.0,20.0
SARSA,3,39,-557.0999999999905,0.15499999999999997,7611.0,20.0
SARSA,3,40,-553.9999999999905,0.15499999999999997,7631.0,20.0
SARSA,3,41,-552.4999999999905,0.041666666666666616,7667.0,36.0
SARSA,3,42,-549.5999999999905,0.1318181818181818,7689.0,22.0
SARSA,3,43,-546.6999999999905,0.1318181818181818,7711.0,22.0
SARSA,3,44,-548.4999999999905,-0.02608695652173901,7780.0,69.0
SARSA,3,45,-545.8999999999904,0.10399999999999997,7805.0,25.0
SARSA,3,46,-542.7999999999904,0.15499999999999997,7825.0,20.0
SARSA,3,47,-539.9999999999905,0.12173913043478259,7848.0,23.0
SARSA,3,48,-537.1999999999905,0.12173913043478259,7871.0,23.0
SARSA,3,49,-536.4999999999905,0.015909090909090894,7915.0,44.0
SARSA,3,50,-533.3999999999904,0.15499999999999997,7935.0,20.0
SARSA,3,51,-530.2999999999904,0.15499999999999997,7955.0,20.0
SARSA,3,52,-527.3999999999904,0.1318181818181818,7977.0,22.0
SARSA,3,53,-524.5999999999905,0.12173913043478259,8000.0,23.0
SARSA,3,54,-522.0999999999905,0.09615384615384612,8026.0,26.0
SARSA,3,55,-519.5999999999905,0.09615384615384612,8052.0,26.0
SARSA,3,56,-516.7999999999905,0.12173913043478259,8075.0,23.0
SARSA,3,57,-513.8999999999905,0.1318181818181818,8097.0,22.0
SARSA,3,58,-510.7999999999905,0.15499999999999997,8117.0,20.0
SARSA,3,59,-508.09999999999053,0.11249999999999998,8141.0,24.0
SARSA,3,60,-504.9999999999905,0.15499999999999997,8161.0,20.0
SARSA,3,61,-502.09999999999053,0.1318181818181818,8183.0,22.0
SARSA,3,62,-500.7999999999905,0.03421052631578942,8221.0,38.0
SARSA,3,63,-498.6999999999905,0.06999999999999997,8251.0,30.0
SARSA,3,64,-495.7999999999905,0.1318181818181818,8273.0,22.0
SARSA,3,65,-493.39999999999054,0.08888888888888885,8300.0,27.0
SARSA,3,66,-490.49999999999056,0.1318181818181818,8322.0,22.0
SARSA,3,67,-489.39999999999054,0.027499999999999948,8362.0,40.0
SARSA,3,68,-486.39999999999054,0.14285714285714285,8383.0,21.0
SARSA,3,69,-484.7999999999905,0.045714285714285666,8418.0,35.0
SARSA,3,70,-481.9999999999905,0.12173913043478259,8441.0,23.0
SARSA,3,71,-479.1999999999905,0.12173913043478259,8464.0,23.0
SARSA,3,72,-476.6999999999905,0.09615384615384612,8490.0,26.0
SARSA,3,73,-473.7999999999905,0.1318181818181818,8512.0,22.0
SARSA,3,74,-470.6999999999905,0.15499999999999997,8532.0,20.0
SARSA,3,75,-468.1999999999905,0.09615384615384612,8558.0,26.0
SARSA,3,76,-466.3999999999905,0.0545454545454545,8591.0,33.0
SARSA,3,77,-463.4999999999905,0.1318181818181818,8613.0,22.0
SARSA,3,78,-461.1999999999905,0.0821428571428571,8641.0,28.0
SARSA,3,79,-458.9999999999905,0.0758620689655172,8670.0,29.0
SARSA,3,80,-456.6999999999905,0.0821428571428571,8698.0,28.0
SARSA,3,81,-453.9999999999905,0.11249999999999998,8722.0,24.0
SARSA,3,82,-451.3999999999905,0.10399999999999997,8747.0,25.0
SARSA,3,83,-452.1999999999905,-0.013559322033898227,8806.0,59.0
